Wall time,Step,Value
1775155172.023911,71700,7235.89990234375
1775155725.7987185,71800,7297.14990234375
1775156283.589577,71900,7403.75
1775156838.4501073,72000,7292.14990234375
1775157394.3189719,72100,7346.39990234375
1775157950.4061968,72200,7324.2998046875
1775158504.7719498,72300,7339.7998046875
1775159060.7424293,72400,7364.0498046875
1775159615.9209569,72500,7320.7001953125
1775160165.0181925,72600,7267.5
1775160721.9581544,72700,7372.89990234375
1775161280.2468915,72800,7345.25
1775161835.610676,72900,7293.25
1775162390.6852746,73000,7279.0498046875
1775162941.6540654,73100,7287.35009765625
1775163495.9511495,73200,7341.2001953125
1775164053.9572468,73300,7466.64990234375
1775164605.5238461,73400,7390.39990234375
1775165161.7694154,73500,7358.0
1775165716.625228,73600,7434.2001953125
1775166273.7968266,73700,7374.7998046875
1775166827.638128,73800,7402.75
1775167383.9763591,73900,7416.25
1775167935.8425915,74000,7374.4501953125
1775168490.581599,74100,7438.75
1775169048.3202322,74200,7466.2001953125
1775169600.421251,74300,7418.10009765625
1775170159.3075645,74400,7305.89990234375
1775170711.2913332,74500,7311.0498046875
1775171262.2780554,74600,7369.9501953125
1775171813.7362,74700,7374.64990234375
1775172366.630662,74800,7422.75
1775172922.96915,74900,7340.0498046875
1775173478.7347956,75000,7376.10009765625
1775174028.884056,75100,7418.10009765625
1775174582.5992448,75200,7316.89990234375
1775175136.5251212,75300,7449.4501953125
1775175694.617516,75400,7379.2001953125
1775176252.4616115,75500,7368.0
1775176808.2777667,75600,7383.14990234375
1775177361.273952,75700,7274.35009765625
1775177917.7393355,75800,7344.7001953125
1775178471.5645285,75900,7340.2001953125
1775179026.4631646,76000,7275.7998046875
1775179581.5645797,76100,7329.25
1775180137.2445238,76200,7327.14990234375
1775180695.3026607,76300,7393.14990234375
1775181247.844514,76400,7343.9501953125
1775181804.2490015,76500,7396.64990234375
1775182354.8667042,76600,7307.85009765625
1775182913.5637524,76700,7351.4501953125
1775183467.3471603,76800,7388.7998046875
1775184019.1417243,76900,7329.75
1775184573.1339645,77000,7388.25
1775185129.0892866,77100,7374.4501953125
1775185680.3159018,77200,7466.7001953125
1775186234.6869738,77300,7401.10009765625
1775186787.7187614,77400,7394.5498046875
1775187346.5270433,77500,7284.10009765625
1775187901.9881454,77600,7406.35009765625
1775188455.2148254,77700,7378.75
